제목,가사
입맞춤,"두 눈을 마주 보고  
수줍게 웃는 그대의  
미소를 허락 삼아  
그대에게 다가가요  
나에게 언제나  
응큼한 짓 하지 말라며  
주의를 주던 그대도  
어느샌가  
심장박동이  
목까지 차올라요  
저 달빛의 영롱함에  
취한 걸까요  
어느새 우리 입술이  
가까워져요  
별들도 부끄러운 듯  
구름 뒤에  
숨었네요  
그대 입술 좀 빌려줘요 
두 팔은 내 어깨 위에  
뛰는 심장은 함께 포개요 
사랑의 밀어를 나눠요  
입술은 맞댄 채로  
그대 입술을 빌려줘요  
그대 입술 좀 빌려줘요 
두 팔은 내 어깨 위에  
뛰는 심장은 함께 포개요 
사랑의 밀어를 나눠요  
입술은 맞댄 채로  
그대 입술을 빌려줘요  
그대 입술을 빌려줘요"
새벽녘,"밤새 내린 빗줄기는
소리 없이 마름을 적시고
구름 걷힌 하늘 위로
어딘가 향해 떠나는 비행기
막연함도 불안도
혹시 모를 눈물도
때로는 당연한 시간인 걸 
수많은 기억들이 떠올라
함께했던 시간을 꺼내놓고
오랜만에 웃고 있는 날 보며
잘 지냈었냐고 물어 보네
수많은 기억들이 떠올라
함께했던 시간의 눈물들은
어느샌가 너의 모습이 되어
잘 지냈었냐고 물어 보네
밤새 내린 빗줄기는
소리 없이 마름을 적시고
구름 걷힌 하늘 위로
어딘가 향해 떠나는 비행기
막연함도 불안도
혹시 모를 눈물도
때로는 당연한 시간인 걸 
수많은 기억들이 떠올라
함께했던 시간을 꺼내놓고
오랜만에 웃고 있는 날 보며
잘 지냈었냐고 물어 보네
수많은 기억들이 떠올라
함께했던 시간의 눈물들은
어느샌가 너의 모습이 되어
잘 지냈었냐고 물어 보네
스쳐가는 많은 계절이
왜 이렇게도
마음 아픈지 모르겠어
그대여
우리 함께했던
그 많은 시간이
어디서부터
잘못 된 건지 모르겠어
수많은 기억들이 떠올라
함께했던 시간을 꺼내놓고
오랜만에 웃고 있는 날 보며
잘 지냈었냐고 물어 보네
수많은 기억들이 떠올라
함께했던 시간의 눈물들은
어느샌가 너의 모습이 되어
잘 지냈었냐고 물어 보네"
오늘밤은 어둠이 무서워요,"오늘밤은 혼자 있기가 무서워요
창문을 여니 바람 소리가 드세요
사람들은 나를 보살펴 주지 않어
잠들때까지 날 떠나지 말아줘요
꾸물거리는 저기 벌레를 잡아줘요
잡은 휴지는 꼭꼭 구겨
창문밖에 던져 버려줘
오늘의 나는 절대 결코 강하지 않어
그냥 오늘밤만 네게 안겨서
불러주는 자장 노랠 들을래
오늘밤은 혼자잠들기 무서워요
저기 작은 방에 무언가 있는 거같어
잠깐만요  나 원래 이런사람 아냐
잠들때까지 집에 가지 말아줘요
혹시 모르니 저기 대문을 잠가줘요
들어올때는 불을 끄고
방문을 반쯤 열어줘
오늘의 나는 절대 결코 강하지 않어
그냥 오늘밤만 네게 안길래
혹시나 내가 못된 생각
널 갖기 위한 시커먼 마음
의심이 된다면 저 의자에 나를
묶어도 좋아 창밖을 봐요 비가 와요
지금 집에 가긴 틀렸어요 버스도
끊기고 여기까진 택시도 안와요
오늘밤은 혼자 있기가 무서워요
잠들때까지 머릿결을 만져줘요
믿어줘요 나 원래 이런사람 아냐
그냥 오늘밤만 네게 안겨서
불러주는 자장노랠 들을래
제발 오늘밤만 가지 말아요"
여름밤,"뜨겁던 해는 지고
선선한 바람이 부는
여름 밤
어둠으로 물든 하늘엔
식은 공기만 있어
풀벌레 우는 소리
그네에 앉아 듣는
여름밤
그늘이란 없는 따가운
햇살 같던 나의 일상
긴 오후가 가 버리고
하루의 끝자락에 있지만
가로등 불빛 아래서
나의 하루를 아직
끝내지 못하고
서성이고 있어
부드러운 바람이 불면
슬며시 눈을 감아
무더웠던 나의 하루를
어루만져주는 여름밤
향기로운 바람이 불면
살며시 미소를 지어
무더웠던 나의 하루를
어루만져주는 여름밤
부드러운 바람이 불면
슬며시 눈을 감아
무더웠던 나의 하루를
어루만져주는 여름밤
향기로운 바람이 불면
살며시 미소를 지어
무더웠던 나의 하루를
어루만져주는 여름밤"
아마도 우린,"아마도 우린
아마도 여기까진가 봐
아무리 아닌 척 
해봐도
이렇게 우린
서로에게 아픈
어쩌면 우린 
서로를 위해
이렇게…
내 손을 잡아
(내 손을 잡아 줄래)
내 손을 잡아
(내 이름 불러 줄래)
너에게 
말하고 
싶지만
(언제나 함께 해주길 바래)
나에게 너는
(너만을 사랑할게)
나에게 너는
(니 눈물 닦아줄게)
잡을 수 없는
닿을 수 없는
건가봐
(그 아픈 마음까지도)
이렇게 우린
서로에게 아픈
어쩌면 우린 
서로를 위해
이렇게…
내 손을 잡아
(내 손을 잡아 줄래)
내 손을 잡아
(내 이름 불러 줄래)
너에게 
말하고 
싶지만
(언제나 함께 해주길 바래)
나에게 너는
(너만을 사랑할게)
나에게 너는
(니 눈물 닦아줄게)
잡을 수 없는
닿을 수 없는
건가봐
(그 아픈 마음까지도)"
그대는 어디에,"눈물은 보이지 말기
그저 웃으며 짧게 안녕이라고
멋있게 영화처럼
담담히 우리도 그렇게 끝내자
주말이 조금 심심해졌고 그래서일까
친구들을 자주 만나고
챙겨보는 드라마가 하나 생겼고
요즘에 나 이렇게 지내
생각이 날 때 그대 생각이 날 때
어떡해야 하는지 난 몰라
애써 아무렇지 않게
마음은 담대하게
그 다음은 어디서부터
어떡해야 하니
환하게 웃던 미소 밝게 빛나던 눈빛
사랑한다 속삭이던 그댄 어디에
사랑하냐고 수없이도 확인했었던
여렸던 그댄 지금 어디에
웃기도 잘했었고 눈물도 많았었던
사랑이 전부였었던 그댄 어디에
같이 가자며 발걸음을 함께 하자며
나란히 발 맞추던
그댄 지금 어디에
환하게 웃던 미소 밝게 빛나던 눈빛
사랑한다 속삭이던 그댄 어디에
사랑하냐고 수없이도 확인했었던
여렸던 그댄 지금 어디에
웃기도 잘했었고 눈물도 많았었던
사랑이 전부였었던 그댄 어디에
같이 가자며 발걸음을 함께 하자며
나란히 발 맞추던
그댄 지금 어디에"
웃으며 넘길래,"거리에 많은 사람들
어딘가로 향하는 
빠른 발걸음
그렇게 모두 살아가지
가슴 속 깊은 사연들
저마다 아픈 구석 
하나쯤은 있네
그렇게 모두 살아가지
가끔은 뭐 하나 되는 일이 없고
한없이 작아지고
주저앉고 싶어도
하지만 단 한 가지
나에게 꿈이 있다네
힘들다 뭐래도
난 그냥 웃으며 넘길래
세상을 모른다 해도
아직 많은 길이 남았대도
내 가슴이 뛰네
언제나 그렇듯
웃으며 넘길래
스쳐간 많은 사람들
언제부턴지 기억나질 않네
그런게 모두 추억이지
가끔은 뭐 하나 되는 일이 없고
한없이 작아지고
주저앉고 싶어도
하지만 단 한 가지
나에게 꿈이 있다네
힘들다 뭐래도 난
그냥 웃으며 넘길래
세상을 모른다 해도
아직 많은 길이 남았대도
내 가슴이 뛰네
언제나 그렇듯
웃으며 넘길래"
소년이 어른이 되어,"소년이 어른이 되어
사람을 알아갈 때에
뜻하지 않던 많은 요구와
거친 입술들
소년이 어른이 되어
세상을 알아갈 때에
하얀 마음은 점점 어두워지고
잠 못 이루는 날이 많아지겠지
나의 오늘이 흘러가면
서글픈 추억들 중에
작은 조각이 되겠지
잡을 수 없는 시간들은
떨어지는 빗방울이
사라지듯 나를 스쳐가네
소년이 어른이 되어
세상을 알아갈 때에
하얀 마음은 점점 어두워지고
눈물 흘리는 날이 많아지겠지
나의 오늘이 흘러가면
서글픈 추억들 중에
작은 조각이 되겠지
잡을 수 없는 시간들은
떨어지는 빗방울이
사라지듯 나를 스쳐가네
미련한 나의 모습을
버릴 수만 있다면
나의 오늘이 흘러가면
잡을 수 없는 시간들은
떨어지는 빗방울이
사라지듯 나를 스쳐
나의 내일이 다가오면
소년의 꿈을 이뤄줄
작은 노래가 되줄게
잡을 수 없는 시간들은
오늘도 미련없이
나를 남겨두고 떠나가네"
Good Night,"오늘 무슨 일이 생길 것만 같은
고요하고도 거친 밤공기
바람소리 달빛에 너의 평화롭진
않았을 것 같은 어지럽고 탁한
긴긴 하루 너의 새벽 빈 창가
나쁜 기억에 아파하지 않았으면
숱한 고민에 밤새우지 않았으면
good night good night good night
good night good night good night
또 나쁜 꿈에 뒤척이지 않았으면
빗물소리에 약한 생각 않았으면
팔베개 입맞춤 따뜻한 한 이불
나긋한 숨소리 이젠 함께 아니지만
눈물과 외로움 슬픔과 괴로움
하얗게 지운 듯 깊은 잠 예쁜 꿈속에
good night good night good night
good night good night good night
good night good night good night
good night good night good night
good night good night"
달과 6펜스,"달빛에 비친 유리창도
이렇게 반짝이지는 않지
너의 눈물 맺힌 눈
검은 하늘에 아플 만큼
간절한 빛을 내던 별빛도
함께 맞던 아침도
너를 안고 있어도 넌 여기 없고
그을음과 타고난 재만 있잖아
아무래도 좋을 결말 따위
내게 상처 주게 허락 할 테니
다시 걸어보게 해줘 사랑에
난 이미 손 쓸 수 없게 돼버렸지만
멋대로 그대를 원하고 있네
내가 선택할 수 있는 게 아냐
난 이미 사랑에 빠져 버렸지만
아무리 가시 돋친 말도
그렇게 날카롭지는 않지
너의 침묵 텅 빈 눈
메마른 나무 가지 같은
너를 끌어안고 서서
쏟아내고 있는 눈물도
뿌리치듯 날 밀어내
네게 다가갈 수 없는데
나는 출렁이며 차올라
네게 넘쳐버리게
아아 무책임한 그대는
매일 얼굴을 바꾸네
내게서 도망치지 말아줘
나의 세계는 너로 세워지고 무너진다
모른 척 하고 있잖아
아무래도 좋을 결말 따위
내게 상처 주게 허락 할 테니
다시 걸어보게 해줘 사랑에
난 이미 손 쓸 수 없게 돼버렸지만
멋대로 그대를 원하고 있네
내가 선택할 수 있는 게 아냐
난 이미 사랑에 빠져 버렸지만
나는 자꾸만 더 야위고 깊어만 지네
날카로운 달빛에
달빛에 비친 유리창도"
Feel Alright,"먼 거리를 걷다 지친 마음이
어둠속에 눈물을 감추고
어디선가 다친 상처들이
벌거벗은 채 세상을 만날 때
You make me feel alright
You make me feel alright
고단한 하루의 끝에 서 있을 때
You make me feel alright
You make me feel alright
시간의 틈에서 머물 수 있도록
시린 겨울 메마른 입술엔
침묵은 갈라져 가고
머물러 주었던 그 손길들
하나 둘 떠나가는데
You make me feel alright
You make me feel alright
고단한 하루의 끝에 서 있을 때
You make me feel alright
You make me feel alright
시간의 틈에서 머물 수 있도록
오 어둠속에 오 널 잃고 헤매던
많은 밤 잠들 수 없었던
두렵던 밤의 끝에
You make me feel alright
You make me feel alright
고단한 하루의 끝에 서 있을 때
You make me feel alright
You make me feel alright
시간의 틈에서 머물 수 있도록"
좋아해줘,"날 좋아해줘
아무런 조건 없이
니 엄마 아니 아빠보다 더
서울 아니면 뉴욕에서도
어제 막 찾아온 사춘기처럼
내가 아플 땐 더욱 더
나근대는 목소리로 속삭여야 해
뜨거운 말로 내게 믿음을 줘
그래도 내가 싫어진다면
그건 아마 너의 잘못일 거야
날 좋아해줘 월요일 아침에도
내 옆에만 있어줄래
오빠 날 잡아줘 날 감싸 안아줘
니 피부 속으로 날 숨겨주겠니
내가 아플 땐 더욱 더
나근대는 목소리로 속삭여야 해
뜨거운 말로 내게 믿음을 줘
그래도 내가 싫어진다면
그건 아마 너의 잘못일 거야
baby now i really wanna know oh oh
know oh oh
maybe now i really wanna know
know know know know
baby now i really wanna know oh oh
know oh oh
maybe now i really wanna know
know know know know
내가 아플 땐 더욱 더
나근대는 목소리로 속삭여야 해
뜨거운 말로 내게 믿음을 줘
그래도 내가 싫어진다면
그건 아마 너의 잘못일 거야
날 좋아해줘
아무런 조건 없이
니 엄마 아니 아빠보다 더"
달빛소년,"유리병 속에 담긴
나의 바다 파란 포도주
밤하늘 저 푸른 달빛
부서져가는 나의 여름밤
파란 달나라로
나를 데려가줘요
어렸을적 파란밤 달빛
내리는 거릴 걷다
한소년을 바라보다
벼락 맞았었지
그건 아마 어린 나에겐
사랑인줄도 모르고
가슴만 저려오며
파란달만 쳐다 보았네
밤이면 추억들이
파도에 밀려 바람에 실려
슬픈 지난일을
모두 데려가줘요
어렸을적 파란밤 달빛
내리는 거릴 걷다
한소년을 바라보다
벼락 맞았었지
그건 아마 어린 나에겐
사랑인줄도 모르고
가슴만 저려오며
파란달만 쳐다 보았네
숨바꼭질 하던 소년 
넌 어디로 숨어 버렸나
저기 저 파란 하늘만
조용히 웃고 있네요
어렸을적 파란밤 달빛
내리는 거릴 걷다
한 소년을 바라보다
벼락 맞았었지
그건 아마 어린 나에겐
사랑인줄도 모르고
가슴만 저려오며
파란달만 쳐다 보았네
그건 아마 어린 나에겐
사랑인줄도 모르고
가슴만 저려오며
파란달만 쳐다 보았네"
너를 잊을 수 있을까,"시간은 생각보다 
앞서 흘러가곤 해
나만 여기 남겨져 있어
혼자 걷다 자꾸 멈추곤 해 
아직 네가 있는 듯 한데
돌아보면 없어서
아무리 마음 아파도 
좋았던 일만 자꾸 떠올라 
나를 괴롭혀
어쩌다 이렇게나 
멀어지고 만걸까
곧 괜찮아진다 해도
아직은 차마 널 보낼 수 없는
나를 잠깐 기다려 줄래 
조금만 천천히 가줘
시간은 생각보다 
더디 흘러가곤 해 
전혀 괜찮아지지가 않아
떠난 너를 붙잡지도 
보내지도 못해 울지도 못해
정말 이게 끝인거니
아무리 마음 아파도 
어느새 모두 흐려지겠지 
우리 추억이 어쩌다 
이렇게나 멀어지고 만걸까
곧 괜찮아진다 해도 
네 빈자리가 낯설기만 해
조금 천천히 돌아서줄래 
아마 그럴 순 없겠지
정말 고맙고 미안했다고 
못다 전한 말이 너무 많은데
너를 잊을 수 있을까 
너를 지우려 할수록 
더 선명하게 떠올라 
나를 괴롭히는데 
모든 기억이 그립기만 해 
너 다시 돌아 온다면 
네 품에 안겨 힘들었다고 말하고 
실컷 울고만 싶어 
아마 그럴 순 없겠지 
이런게 이별이겠지"
햇살이 아파,"햇살이 아파
너와 함께 걷던 거리가 아파
내 귓가에 스친 노래가 아파
나도 모르게 길을 걷다가
자꾸 눈물이 나는걸
널 더 많이 사랑했다면
내 맘을 먼저 열었다면
지금 우린 달라졌을까
네가 만약 아직 혼자라면
내가 다가가도 된다면
예전처럼 우리가
다시 사랑할 수 있을까
햇살이 아파 너와
함께 걷던 거리가 아파
내 귓가에 스친 노래가 아파
나도 모르게 길을 
걷다가 자꾸 눈물이 나는걸
모든게 그대로인게
마음에 안드네
난 여전히 아침에 깨서
출근 준비를 해
만나는 사람마다
내게 표정이 왜 그래
이런 소리 듣기 싫어서
괜찮은 척을 해
일 끝나 집에 오는
시간은 변함없이 여덟시
퇴근길에 들리던
식당은 아직도 열지
너무나 똑같아
내 아침부터 밤까지
TV를 켜놓고
누웠는데 왜 깜깜하지
햇살이 아파 너와 함께
걷던 거리가 아파
내 귓가에 스친 노래가 아파
나도 모르게 길을 걷다가
자꾸 눈물이 나는걸
흐르는 시간에
마음을 놔 버려도
자꾸만 사랑이
거슬러 너에게 달려가
하루가 끝나 갈 쯤이 되면 
아주 잠시 잊고 있던
아픔이 또 내 머릿속을 
비집고 나와
또 시작이네 언제쯤
이 기다림의 끝이 보일까
다시 돌아가야만 해 홀로 남겨진
갈 곳을 잃어버린 내 두 손도
헤어질 때 마다 안아줬었던 내 품도
너무나 허전해 다른 누가 와도
전에 네 빈자리를 채우기엔
네 흔적을 다 태우기엔 난 아직도
가슴이 아파아파
너와 함께했던 시간이 아파아파
네가 없는 나의 하루가 아파
널 사랑한 만큼 더 많이 아파
끝없이 생각나서"
